Date,Ticker,Close_Price
2025-01-22,MSFT,210.42
2025-01-22,GOOGL,117.64
2025-01-22,AMZN,173.54
2025-01-22,META,170.56
2025-01-23,AAPL,348.23
2025-01-23,MSFT,208.35
2025-01-23,GOOGL,116.7
2025-01-23,AMZN,169.53
2025-01-23,META,169.55
2025-01-24,AAPL,345.6
2025-01-24,MSFT,221.54
2025-01-24,GOOGL,123.26
2025-01-24,AMZN,168.59
2025-01-24,META,165.18
2025-01-27,AAPL,353.32
2025-01-27,MSFT,222.52
2025-01-27,GOOGL,123.58
2025-01-27,AMZN,168.54
2025-01-27,META,162.63
2025-01-28,AAPL,354.05
2025-01-28,MSFT,225.14
2025-01-28,GOOGL,126.32
2025-01-28,AMZN,164.64
2025-01-28,META,155.43
2025-01-29,AAPL,357.44
2025-01-29,MSFT,236.47
2025-01-29,GOOGL,121.62
2025-01-29,AMZN,161.79
2025-01-29,META,154.61
2025-01-30,AAPL,359.42
2025-01-30,MSFT,231.55
2025-01-30,GOOGL,123.26
2025-01-30,AMZN,165.39
2025-01-30,META,152.11
2025-01-31,AAPL,359.47
2025-01-31,MSFT,224.58
2025-01-31,GOOGL,121.51
2025-01-31,AMZN,158.48
2025-01-31,META,154.79
2025-02-03,AAPL,358.04
2025-02-03,MSFT,229.79
2025-02-03,GOOGL,124.5
2025-02-03,AMZN,159.48
2025-02-03,META,156.68
2025-02-04,AAPL,358.89
2025-02-04,MSFT,225.4
2025-02-04,GOOGL,123.74
2025-02-04,AMZN,160.47
2025-02-04,META,163.73
2025-02-05,AAPL,360.62
2025-02-05,MSFT,222.18
2025-02-05,GOOGL,125.24
2025-02-05,AMZN,162
2025-02-05,META,164.68
2025-02-06,AAPL,355.71
2025-02-06,MSFT,229.51
2025-02-06,GOOGL,124.73
2025-02-06,AMZN,164.46
2025-02-06,META,166.11
2025-02-07,AAPL,352.89
2025-02-07,MSFT,233.65
2025-02-07,GOOGL,128.46
2025-02-07,AMZN,159.7
2025-02-07,META,169.56
2025-02-10,AAPL,341.1
2025-02-10,MSFT,239.79
2025-02-10,GOOGL,122.07
2025-02-10,AMZN,165.32
2025-02-10,META,173.56
2025-02-11,AAPL,333.44
2025-02-11,MSFT,239.81
2025-02-11,GOOGL,121.69
2025-02-11,AMZN,166.29
2025-02-11,META,161.84
2025-02-12,AAPL,330.19
2025-02-12,MSFT,235.78
2025-02-12,GOOGL,126.25
2025-02-12,AMZN,173.58
2025-02-12,META,162.35
2025-02-13,AAPL,334.54
2025-02-13,MSFT,235.72
2025-02-13,GOOGL,126.81
2025-02-13,AMZN,177.55
2025-02-13,META,173.46
2025-02-14,AAPL,326.5
2025-02-14,MSFT,236.26
2025-02-14,GOOGL,123.26
2025-02-14,AMZN,173.77
2025-02-14,META,175.2
2025-02-17,AAPL,331.38
2025-02-17,MSFT,227.35
2025-02-17,GOOGL,119.94
2025-02-17,AMZN,175.43
2025-02-17,META,171.3
2025-02-18,AAPL,324.07
2025-02-18,MSFT,225.54
2025-02-18,GOOGL,118.81
2025-02-18,AMZN,173.56
2025-02-18,META,171.79
2025-02-19,AAPL,329.95
2025-02-19,MSFT,228.17
2025-02-19,GOOGL,116.23
2025-02-19,AMZN,171.07
2025-02-19,META,167.78
2025-02-20,AAPL,322.6
2025-02-20,MSFT,230.84
2025-02-20,GOOGL,117.31
2025-02-20,AMZN,168.92
2025-02-20,META,172.89
2025-02-21,AAPL,320.78
2025-02-21,MSFT,238.73
2025-02-21,GOOGL,116.89
2025-02-21,AMZN,167.7
2025-02-21,META,171.68
2025-02-24,AAPL,314.37
2025-02-24,MSFT,237.78
2025-02-24,GOOGL,121.16
2025-02-24,AMZN,164.99
2025-02-24,META,179.45
2025-02-25,AAPL,309.83
2025-02-25,MSFT,248.5
2025-02-25,GOOGL,118.38
2025-02-25,AMZN,165.92
2025-02-25,META,186.78
2025-02-26,AAPL,309.29
2025-02-26,MSFT,251.81
2025-02-26,GOOGL,119.72
2025-02-26,AMZN,169.48
2025-02-26,META,199.18
2025-02-27,AAPL,305.59
2025-02-27,MSFT,257.71
2025-02-27,GOOGL,121.68
2025-02-27,AMZN,173.05
2025-02-27,META,207.94
2025-02-28,AAPL,300.72
2025-02-28,MSFT,258.48
2025-02-28,GOOGL,122.08
2025-02-28,AMZN,177.03
2025-02-28,META,206.76
2025-03-03,AAPL,293.8
2025-03-03,MSFT,255.9
2025-03-03,GOOGL,118.32
2025-03-03,AMZN,173.37
2025-03-03,META,200.98
2025-03-04,AAPL,294.87
2025-03-04,MSFT,244.43
2025-03-04,GOOGL,114.01
2025-03-04,AMZN,173.08
2025-03-04,META,207.49
2025-03-05,AAPL,289.63
2025-03-05,MSFT,252.26
2025-03-05,GOOGL,110.07
2025-03-05,AMZN,172.19
2025-03-05,META,200.43
2025-03-06,AAPL,288.88
2025-03-06,MSFT,246.38
2025-03-06,GOOGL,101.61
2025-03-06,AMZN,171.73
2025-03-06,META,202.29
2025-03-07,AAPL,289.49
2025-03-07,MSFT,247.15
2025-03-07,GOOGL,103.23
2025-03-07,AMZN,167.66
2025-03-07,META,193.1
2025-03-10,AAPL,291.04
2025-03-10,MSFT,246.83
2025-03-10,GOOGL,100.51
2025-03-10,AMZN,168.34
2025-03-10,META,185.71
2025-03-11,AAPL,292.27
2025-03-11,MSFT,241.36
2025-03-11,GOOGL,104.18
2025-03-11,AMZN,174.67
2025-03-11,META,188.51
2025-03-12,AAPL,300.92
2025-03-12,MSFT,242.81
2025-03-12,GOOGL,102.44
2025-03-12,AMZN,173.78
2025-03-12,META,187.6
2025-03-13,AAPL,304.83
2025-03-13,MSFT,251.38
2025-03-13,GOOGL,106.29
2025-03-13,AMZN,171.2
2025-03-13,META,189.81
2025-03-14,AAPL,304.14
2025-03-14,MSFT,242.38
2025-03-14,GOOGL,105.68
2025-03-14,AMZN,173.28
2025-03-14,META,197.81
2025-03-17,AAPL,307.66
2025-03-17,MSFT,241.98
2025-03-17,GOOGL,103.16
2025-03-17,AMZN,173.55
2025-03-17,META,195.95
2025-03-18,AAPL,310.72
2025-03-18,MSFT,249.35
2025-03-18,GOOGL,105.55
2025-03-18,AMZN,174.88
2025-03-18,META,192.35
2025-03-19,AAPL,312.88
2025-03-19,MSFT,250.63
2025-03-19,GOOGL,103.96
2025-03-19,AMZN,176.45
2025-03-19,META,187.86
2025-03-20,AAPL,312.15
2025-03-20,MSFT,246.64
2025-03-20,GOOGL,105.08
2025-03-20,AMZN,173.85
2025-03-20,META,182.66
2025-03-21,AAPL,309.75
2025-03-21,MSFT,258.53
2025-03-21,GOOGL,109.82
2025-03-21,AMZN,173.58
2025-03-21,META,195.34
2025-03-24,AAPL,318.66
2025-03-24,MSFT,256.78
2025-03-24,GOOGL,109.03
2025-03-24,AMZN,172.76
2025-03-24,META,198.09
2025-03-25,AAPL,314.52
2025-03-25,MSFT,252.8
2025-03-25,GOOGL,112.66
2025-03-25,AMZN,176.44
2025-03-25,META,199.12
2025-03-26,AAPL,314.88
2025-03-26,MSFT,252.04
2025-03-26,GOOGL,110.44
2025-03-26,AMZN,178.05
2025-03-26,META,197.13
2025-03-27,AAPL,312.95
2025-03-27,MSFT,262.47
2025-03-27,GOOGL,111.63
2025-03-27,AMZN,178.11
2025-03-27,META,198.04
2025-03-28,AAPL,304.85
2025-03-28,MSFT,254.77
2025-03-28,GOOGL,107.85
2025-03-28,AMZN,174.2
2025-03-28,META,206.04
2025-03-31,AAPL,302.69
2025-03-31,MSFT,255.77
2025-03-31,GOOGL,106.98
2025-03-31,AMZN,168.66
2025-03-31,META,211.4
2025-04-01,AAPL,305.08
2025-04-01,MSFT,265.09
2025-04-01,GOOGL,103.95
2025-04-01,AMZN,176.01
2025-04-01,META,215.24
2025-04-02,AAPL,306.63
2025-04-02,MSFT,267.22
2025-04-02,GOOGL,103.05
2025-04-02,AMZN,176.87
2025-04-02,META,211.62
2025-04-03,AAPL,300.89
2025-04-03,MSFT,267.24
2025-04-03,GOOGL,106.26
2025-04-03,AMZN,179.45
2025-04-03,META,206.7
2025-04-04,AAPL,300.66
2025-04-04,MSFT,264.83
2025-04-04,GOOGL,107.03
2025-04-04,AMZN,178.8
2025-04-04,META,205.28
2025-04-07,AAPL,297.94
2025-04-07,MSFT,261.29
2025-04-07,GOOGL,106.28
2025-04-07,AMZN,172.96
2025-04-07,META,210.71
2025-04-08,AAPL,299.83
2025-04-08,MSFT,260.59
2025-04-08,GOOGL,107.74
2025-04-08,AMZN,174.88
2025-04-08,META,215.01
2025-04-09,AAPL,305.08
2025-04-09,MSFT,258.13
2025-04-09,GOOGL,109.59
2025-04-09,AMZN,176.08
2025-04-09,META,203.68
2025-04-10,AAPL,308.99
2025-04-10,MSFT,255.8
2025-04-10,GOOGL,110.05
2025-04-10,AMZN,172.07
2025-04-10,META,203.71
2025-04-11,AAPL,314.23
2025-04-11,MSFT,261.01
2025-04-11,GOOGL,112.7
2025-04-11,AMZN,163.11
2025-04-11,META,201.95
2025-04-14,AAPL,315.28
2025-04-14,MSFT,256.78
2025-04-14,GOOGL,112.4
2025-04-14,AMZN,160.84
2025-04-14,META,190.96
2025-04-15,AAPL,311.86
2025-04-15,MSFT,250.15
2025-04-15,GOOGL,114.87
2025-04-15,AMZN,154.52
2025-04-15,META,196.43
2025-04-16,AAPL,319.96
2025-04-16,MSFT,245.88
2025-04-16,GOOGL,118.4
2025-04-16,AMZN,161.04
2025-04-16,META,198.03
2025-04-17,AAPL,327.51
2025-04-17,MSFT,236.38
2025-04-17,GOOGL,119.3
2025-04-17,AMZN,164.74
2025-04-17,META,198.4
2025-04-18,AAPL,321.25
2025-04-18,MSFT,238.96
2025-04-18,GOOGL,120.61
2025-04-18,AMZN,165.2
2025-04-18,META,206.26
2025-04-21,AAPL,321.18
2025-04-21,MSFT,231.14
2025-04-21,GOOGL,126.62
2025-04-21,AMZN,165.04
2025-04-21,META,211.24
2025-04-22,AAPL,327.02
2025-04-22,MSFT,223.88
2025-04-22,GOOGL,124.29
2025-04-22,AMZN,167.94
2025-04-22,META,208.8
2025-04-23,AAPL,324.7
2025-04-23,MSFT,223.47
2025-04-23,GOOGL,125.82
2025-04-23,AMZN,173.7
2025-04-23,META,205.57
2025-04-24,AAPL,330.72
2025-04-24,MSFT,216.96
2025-04-24,GOOGL,124.39
2025-04-24,AMZN,164.92
2025-04-24,META,206.44
2025-04-25,AAPL,331.52
2025-04-25,MSFT,219.09
2025-04-25,GOOGL,123.24
2025-04-25,AMZN,165.21
2025-04-25,META,206
2025-04-28,AAPL,335.54
2025-04-28,MSFT,211.16
2025-04-28,GOOGL,121.31
2025-04-28,AMZN,167.14
2025-04-28,META,216.24
2025-04-29,AAPL,338.77
2025-04-29,MSFT,225.59
2025-04-29,GOOGL,112.01
2025-04-29,AMZN,167.51
2025-04-29,META,225.13
2025-04-30,AAPL,330.94
2025-04-30,MSFT,225.5
2025-04-30,GOOGL,111.87
2025-04-30,AMZN,173.65
2025-04-30,META,233.6
2025-05-01,AAPL,328.69
2025-05-01,MSFT,236.31
2025-05-01,GOOGL,109.54
2025-05-01,AMZN,174.26
2025-05-01,META,229.63
2025-05-02,AAPL,327.42
2025-05-02,MSFT,235.94
2025-05-02,GOOGL,110.99
2025-05-02,AMZN,176.12
2025-05-02,META,230.61
2025-05-05,AAPL,334.62
2025-05-05,MSFT,235.98
2025-05-05,GOOGL,110.11
2025-05-05,AMZN,181.04
2025-05-05,META,228.57
2025-05-06,AAPL,341.03
2025-05-06,MSFT,236.15
2025-05-06,GOOGL,111.53
2025-05-06,AMZN,182.73
2025-05-06,META,231.83
2025-05-07,AAPL,348.7
2025-05-07,MSFT,235.64
2025-05-07,GOOGL,109.88
2025-05-07,AMZN,185.44
2025-05-07,META,231.38
2025-05-08,AAPL,349.93
2025-05-08,MSFT,235.12
2025-05-08,GOOGL,115.09
2025-05-08,AMZN,188.78
2025-05-08,META,227.1
2025-05-09,AAPL,345.29
2025-05-09,MSFT,256.96
2025-05-09,GOOGL,115.59
2025-05-09,AMZN,184.93
2025-05-09,META,224.63
2025-05-12,AAPL,359.58
2025-05-12,MSFT,252.36
2025-05-12,GOOGL,114.85
2025-05-12,AMZN,185.39
2025-05-12,META,234.51
2025-05-13,AAPL,358.83
2025-05-13,MSFT,254.66
2025-05-13,GOOGL,112.48
2025-05-13,AMZN,184.71
2025-05-13,META,233.26
2025-05-14,AAPL,366.12
2025-05-14,MSFT,250.46
2025-05-14,GOOGL,113.76
2025-05-14,AMZN,186.54
2025-05-14,META,228.76
2025-05-15,AAPL,372.72
2025-05-15,MSFT,240.56
2025-05-15,GOOGL,116.7
2025-05-15,AMZN,186.84
2025-05-15,META,226.74
2025-05-16,AAPL,370.06
2025-05-16,MSFT,245.93
2025-05-16,GOOGL,118.83
2025-05-16,AMZN,190.57
2025-05-16,META,234.79
2025-05-19,AAPL,357.74
2025-05-19,MSFT,255.17
2025-05-19,GOOGL,118.25
2025-05-19,AMZN,192.27
2025-05-19,META,237.84
2025-05-20,AAPL,351.85
2025-05-20,MSFT,248.56
2025-05-20,GOOGL,118.6
2025-05-20,AMZN,197.62
2025-05-20,META,236.65
2025-05-21,AAPL,352.05
2025-05-21,MSFT,237.76
2025-05-21,GOOGL,117.25
2025-05-21,AMZN,194.58
2025-05-21,META,243.11
2025-05-22,AAPL,347.95
2025-05-22,MSFT,235.51
2025-05-22,GOOGL,114.06
2025-05-22,AMZN,193.82
2025-05-22,META,242.14
2025-05-23,AAPL,339.76
2025-05-23,MSFT,237.43
2025-05-23,GOOGL,112.81
2025-05-23,AMZN,195.65
2025-05-23,META,247.53
2025-05-26,AAPL,340.62
2025-05-26,MSFT,255.45
2025-05-26,GOOGL,113.54
2025-05-26,AMZN,199.36
2025-05-26,META,240.14
2025-05-27,AAPL,337.64
2025-05-27,MSFT,249.5
2025-05-27,GOOGL,114.75
2025-05-27,AMZN,206.55
2025-05-27,META,243.62
2025-05-28,AAPL,326.49
2025-05-28,MSFT,246.9
2025-05-28,GOOGL,114.26
2025-05-28,AMZN,216.58
2025-05-28,META,246.62
2025-05-29,AAPL,319.81
2025-05-29,MSFT,234.67
2025-05-29,GOOGL,115.37
2025-05-29,AMZN,210.25
2025-05-29,META,251.33
2025-05-30,AAPL,311.94
2025-05-30,MSFT,237.76
2025-05-30,GOOGL,111.5
2025-05-30,AMZN,217.91
2025-05-30,META,245.39
2025-06-02,AAPL,326.33
2025-06-02,MSFT,232.9
2025-06-02,GOOGL,114.65
2025-06-02,AMZN,219.52
2025-06-02,META,238.67
2025-06-03,AAPL,330.33
2025-06-03,MSFT,234.4
2025-06-03,GOOGL,118.28
2025-06-03,AMZN,224.95
2025-06-03,META,232.78
2025-06-04,AAPL,329.41
2025-06-04,MSFT,235.68
2025-06-04,GOOGL,120.9
2025-06-04,AMZN,225.93
2025-06-04,META,223.09
2025-06-05,AAPL,325.58
2025-06-05,MSFT,242.02
2025-06-05,GOOGL,125.67
2025-06-05,AMZN,229.16
2025-06-05,META,221.24
2025-06-06,AAPL,317.9
2025-06-06,MSFT,236.96
2025-06-06,GOOGL,121.96
2025-06-06,AMZN,229.78
2025-06-06,META,226.9
2025-06-09,AAPL,318.45
2025-06-09,MSFT,230.76
2025-06-09,GOOGL,126.73
2025-06-09,AMZN,230.54
2025-06-09,META,238.22
2025-06-10,AAPL,312.47
2025-06-10,MSFT,225.47
2025-06-10,GOOGL,130.21
2025-06-10,AMZN,228.09
2025-06-10,META,236.87
2025-06-11,AAPL,306.11
2025-06-11,MSFT,230.03
2025-06-11,GOOGL,134.97
2025-06-11,AMZN,220.79
2025-06-11,META,248
2025-06-12,AAPL,302.17
2025-06-12,MSFT,220.13
2025-06-12,GOOGL,137.41
2025-06-12,AMZN,227.81
2025-06-12,META,257.32
2025-06-13,AAPL,305.14
2025-06-13,MSFT,223.51
2025-06-13,GOOGL,131.79
2025-06-13,AMZN,231.88
2025-06-13,META,260.31
2025-06-16,AAPL,306.14
2025-06-16,MSFT,222.57
2025-06-16,GOOGL,136.5
2025-06-16,AMZN,234.51
2025-06-16,META,258.96
2025-06-17,AAPL,309.43
2025-06-17,MSFT,226.7
2025-06-17,GOOGL,138.15
2025-06-17,AMZN,230.59
2025-06-17,META,250.82
2025-06-18,AAPL,313.32
2025-06-18,MSFT,220.57
2025-06-18,GOOGL,138.91
2025-06-18,AMZN,223.01
2025-06-18,META,268.15
2025-06-19,AAPL,312.95
2025-06-19,MSFT,227.55
2025-06-19,GOOGL,142.63
2025-06-19,AMZN,222.97
2025-06-19,META,266.41
2025-06-20,AAPL,310.08
2025-06-20,MSFT,221.79
2025-06-20,GOOGL,141.91
2025-06-20,AMZN,219.86
2025-06-20,META,250.2
2025-06-23,AAPL,313.35
2025-06-23,MSFT,226.17
2025-06-23,GOOGL,144.19
2025-06-23,AMZN,213.03
2025-06-23,META,256.83
2025-06-24,AAPL,315.98
2025-06-24,MSFT,233.95
2025-06-24,GOOGL,144.6
2025-06-24,AMZN,209.71
2025-06-24,META,262.29
2025-06-25,AAPL,318.68
2025-06-25,MSFT,240.75
2025-06-25,GOOGL,149.01
2025-06-25,AMZN,209.65
2025-06-25,META,271.51
